,Daly,Gnangara,Robson,Temora,Tullochgorum,Weany,Yanco,Hamilton,Bishes,Bennets,Bullawarrie,Scotts Peak,BSC conservatively grazed (C3),Alice Mulga,BCS Brigalow Woodland (C1),BCS Heavily Grazed (C5),Borrowa,Litchfield
2019-01-01,7.452772617340088,0.0,0.19552463293075562,0.8870384097099304,0.0,0.0,0.0,0.0,0.0,0.0,0.08704128861427307,0.0015484722098335624,0.0,0.0020612303633242846,0.0,0.0,0.0,1.3464778661727905
2019-01-02,0.0,0.0,0.3163851797580719,3.630368232727051,0.0,0.0,0.1612798422574997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.706448078155518,0.0034861869644373655
2019-01-03,1.6880557537078857,0.0,0.0,1.8153895139694214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09459278732538223,0.0,0.19499999284744263,0.19499999284744263,0.01635841466486454,0.0010615328792482615
2019-01-04,0.0023106951266527176,0.0,0.37738996744155884,0.943295419216156,7.484078884124756,0.0,0.5420830845832825,0.6822043657302856,3.463731050491333,2.294797420501709,0.0,0.0,0.0,0.20156019926071167,0.0,0.0,0.0,0.02079601399600506
2019-01-05,11.025141716003418,0.013925484381616116,0.06988038122653961,1.4372950792312622,0.77519690990448,0.0,2.474194049835205,0.0,0.4834676682949066,0.3861190378665924,0.0,0.0,0.0,0.37279897928237915,0.0,0.0,8.886079788208008,7.697580337524414
2019-01-06,0.0,0.001918773166835308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05763343721628189
2019-01-07,0.0,0.0,0.1892058253288269,21.060991287231445,0.02448698878288269,0.0,0.030458586290478706,0.04761064052581787,0.0,0.0010301251895725727,0.0,0.0,1.3293744325637817,0.0,1.1793200969696045,1.1793200969696045,1.7417718172073364,0.08941641449928284
2019-01-08,2.0352671146392822,2.0837759971618652,4.67393159866333,7.368892192840576,0.05378922075033188,0.0,6.538698196411133,0.0,0.0,0.0,0.0,0.15474765002727509,32.697025299072266,0.0,29.046117782592773,29.046117782592773,9.866859436035156,0.04646271839737892
2019-01-09,6.615055084228516,0.0,0.19372007250785828,0.0,0.0,1.000795841217041,0.0,0.0,0.0,0.0,0.007647708989679813,0.0,26.80067253112793,0.0,41.001495361328125,41.001495361328125,0.0,20.944704055786133
2019-01-10,0.0,0.0,12.943774223327637,0.006484293844550848,0.0,1.9118024110794067,0.0,0.17663301527500153,2.035234212875366,1.2552944421768188,0.0,0.0,0.37992310523986816,0.0,0.5014306902885437,0.5014306902885437,0.012144607491791248,0.0
2019-01-11,0.053672973066568375,0.0,2.280177116394043,1.8464709520339966,0.23620903491973877,0.10350996255874634,0.0,0.0,0.0,0.0,0.0,5.739291191101074,0.0,1.8048932552337646,0.0,0.0,88.79236602783203,0.00786607712507248
2019-01-12,9.141294479370117,0.0,0.0,0.011177429929375648,0.001667491625994444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004598277620971203,16.62207794189453
2019-01-13,9.394346237182617,0.0,3.6381057725520805e-05,0.7124898433685303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009726197458803654,0.0,0.0,7.686883926391602,12.691710472106934
2019-01-14,25.539566040039062,0.0,0.0,2.1745238304138184,2.613996982574463,0.0499611459672451,0.0,0.07266207784414291,0.0,0.0,0.0,1.0618677139282227,0.0,0.0,0.0,0.0,0.014859875664114952,30.53994369506836
2019-01-15,5.065931797027588,0.0,0.029999999329447746,2.2030985355377197,0.7711631059646606,0.0,22.556604385375977,0.002630431205034256,1.3158180713653564,1.1606993675231934,0.0,2.2581162452697754,0.0,0.0,0.0,0.0,0.2665520906448364,35.56775665283203
2019-01-16,58.7780876159668,0.0167914479970932,0.3337598145008087,0.0,10.834232330322266,0.0,0.4699637293815613,5.297122955322266,1.3104188442230225,1.6110851764678955,0.2020139992237091,0.6267787218093872,0.0,0.0,0.0,0.0,0.0,11.808460235595703
2019-01-17,6.143291473388672,0.0,0.03396396338939667,1.0700396299362183,0.21134057641029358,0.0,5.232312105363235e-05,11.426657676696777,0.8804937601089478,1.4763413667678833,0.0,0.6448779702186584,0.0,0.5862177610397339,0.0,0.0,13.324907302856445,110.69156646728516
2019-01-18,7.897756099700928,0.0,3.383622884750366,8.005078315734863,0.061352986842393875,0.0,3.4471561908721924,0.3691926598548889,1.3286508321762085,1.4415403604507446,0.0,0.30455702543258667,2.2189927101135254,2.0153329372406006,1.0687315464019775,1.0687315464019775,16.419689178466797,3.775085926055908
2019-01-19,2.8972768783569336,0.0,0.0,0.06647681444883347,0.0,0.0,0.032408516854047775,0.0,0.0473874993622303,0.005745493341237307,0.0,0.0,0.0,0.0028710258193314075,0.0,0.0,4.7269606590271,19.079978942871094
2019-01-20,1.503450870513916,0.0,0.0,2.490851402282715,0.0,0.0,0.1639399379491806,0.0,0.0,0.0,0.0,0.0,0.0,0.018470026552677155,0.0,0.0,0.03448225557804108,1.8186392784118652
2019-01-21,1.0772491693496704,0.2689259648323059,0.0,0.0,0.0,0.0,0.0,0.0,0.009989159181714058,0.04873792454600334,0.0,0.0,0.0,0.0,0.0,0.0,0.11584162712097168,2.688145399093628
2019-01-22,4.165705680847168,0.0,0.0,1.0863667726516724,0.0051249610260128975,0.0,0.9509821534156799,0.0,0.0,0.0,1.1710591316223145,0.0,0.0,0.013442390598356724,0.0,0.0,0.057462871074676514,5.208168029785156
